1,2024-01-18,4748.55,Card,1
2,2024-01-19,1250.52,Cash,2
3,2024-02-20,1259.87,Card,3
4,2024-01-21,2003.51,Card,4
5,2024-01-22,4364.52,Card,5
6,2024-01-23,3596.13,Card,7
7,2024-01-24,5114.48,Cash,8
8,2024-01-24,4099.49,Card,10
9,2024-01-25,3263.66,Card,11
10,2024-01-26,1687.83,Card,12
11,2024-01-27,2349.89,Card,13
12,2024-01-28,4239.67,Cash,14
13,2024-01-29,1347.55,Card,17
14,2024-01-30,764.77,Card,19
15,2024-01-31,5271.54,Card,22
16,2024-02-01,4111.64,Card,23
17,2024-02-02,6404.63,Card,24
18,2024-02-03,4421.52,Card,25
19,2024-02-04,4228.88,Card,26
20,2024-02-04,5730.74,Card,27
21,2024-02-05,4573.93,Card,28
22,2024-02-06,5686.82,Card,30
23,2024-02-09,613.23,Card,31
24,2024-02-08,4342.69,Card,32
25,2024-05-09,4698.13,Card,33
26,2024-02-10,3160.55,Card,34
27,2024-02-11,1565.13,Card,35
28,2024-02-12,1197.02,Card,36
29,2024-02-13,4182.45,Card,37
30,2024-02-14,4187.52,Card,38
31,2024-02-15,2824.6,Card,39
32,2024-02-15,5656.15,Cash,40
33,2024-02-16,3746.62,Card,42
34,2024-02-17,3653.77,Card,43
35,2024-02-18,3411.37,Card,44
36,2024-02-19,4786.95,Card,45
37,2024-02-20,4486.5,Card,46
38,2024-02-21,3994.05,Card,47
39,2024-02-22,1381.08,Card,48
40,2024-02-23,4158.53,Card,49
41,2024-02-24,2085.39,Card,50
42,2024-02-25,511.21,Card,51
43,2024-02-26,1025.45,Card,52
44,2024-02-26,4408.16,Card,53
45,2024-02-27,2506.06,Card,54
46,2024-02-28,5435.61,Card,55
47,2024-02-29,4346.58,Cash,56
48,2024-03-01,3999.66,Card,58
49,2024-03-02,4686.36,Card,59
50,2024-03-03,5015.59,Card,60
51,2024-03-04,5850.33,Card,61
52,2024-03-05,2199.69,Cash,62
53,2024-03-06,5766.64,Card,65
54,2024-03-07,717.5,Card,66
55,2024-03-08,3296.87,Card,67
56,2024-03-08,1669.77,Cash,68
57,2024-03-09,1725.1,Card,69
58,2024-03-10,6289.59,Card,70
59,2024-03-11,4895.15,Card,71
60,2024-03-12,2746.63,Card,72
61,2024-03-13,6127.74,Card,73
62,2024-03-14,6306.47,Card,74
63,2024-03-15,2156.88,Cash,75
64,2024-03-16,2047.8,Card,76
65,2024-03-17,5778.03,Card,77
66,2024-03-18,2850.57,Card,78
67,2024-03-19,3039.4,Card,79
68,2024-03-19,2533.76,Card,80
69,2024-03-20,2869.64,Cash,81
70,2024-03-21,2304.7,Card,82
71,2024-03-22,4266.92,Card,83
72,2024-03-23,3268.0,Card,84
73,2024-03-24,3739.31,Card,85
74,2024-03-25,2236.75,Card,87
75,2024-03-26,4253.86,Card,88
76,2024-03-27,5409.1,Card,90
77,2024-03-28,970.04,Card,91
78,2024-03-29,4413.85,Card,92
79,2024-03-30,5143.56,Card,93
80,2024-03-30,3693.28,Card,94
81,2024-03-31,462.8,Card,95
82,2024-04-01,3088.21,Card,97
83,2024-04-02,6213.28,Card,99
84,2024-04-03,495.0,Card,100
85,2024-04-04,6173.33,Card,101
86,2024-04-05,4031.77,Cash,102
87,2024-04-06,1661.28,Card,103
88,2024-04-07,6046.13,Card,104
89,2024-04-08,5568.35,Card,105
90,2024-04-09,1459.44,Card,106
91,2024-04-10,2131.39,Card,107
92,2024-04-10,1352.93,Card,108
93,2024-04-11,1332.35,Card,109
94,2024-04-12,3126.79,Card,110
95,2024-04-13,2398.79,Cash,111
96,2024-04-14,3763.19,Card,112
97,2024-04-15,6003.36,Card,113
98,2024-04-16,2797.81,Cash,114
99,2024-04-17,5731.91,Card,115
100,2024-04-18,1738.97,Cash,116
101,2024-04-19,4207.1,Card,118
102,2024-04-20,5187.31,Card,120
103,2024-04-21,4214.27,Card,121
104,2024-04-21,725.49,Card,123
105,2024-05-22,3737.58,Card,124
106,2024-04-23,1568.71,Card,125
107,2024-04-24,4443.82,Card,126
108,2024-04-25,1453.73,Card,127
109,2024-04-26,5582.95,Card,129
110,2024-04-27,4718.48,Card,130
111,2024-04-28,4212.96,Cash,131
112,2024-04-29,1453.29,Card,133
113,2024-04-30,4278.29,Card,134
114,2024-05-01,2295.22,Card,135
115,2024-05-02,3620.02,Card,136
116,2024-05-02,5128.31,Card,137
117,2024-05-03,3179.07,Card,138
118,2024-05-04,1197.73,Card,139
119,2024-05-05,6130.54,Card,140
120,2024-05-06,6080.93,Card,141
121,2024-05-07,5877.4,Card,142
122,2024-05-08,4443.0,Card,143
123,2024-05-09,5201.59,Card,144
124,2024-05-10,457.46,Card,145
125,2024-05-11,4162.91,Card,146
126,2024-05-12,3595.12,Card,147
127,2024-05-13,6162.69,Cash,148
128,2024-05-13,6387.1,Card,149
129,2024-05-14,2217.03,Card,150
130,2024-05-15,5794.38,Card,151
131,2024-05-16,4206.8,Card,152
132,2024-05-17,3339.48,Card,153
133,2024-05-18,4018.14,Card,154
134,2024-05-19,2686.57,Card,155
135,2024-05-20,6037.13,Card,156
136,2024-05-21,1497.09,Card,157
137,2024-05-22,4305.0,Card,158
138,2024-05-23,4134.96,Card,159
139,2024-05-24,2920.96,Card,161
140,2024-05-25,3674.91,Card,162
141,2024-05-25,5342.05,Card,163
142,2024-05-26,3460.02,Card,164
143,2024-05-27,5073.67,Card,165
144,2024-05-28,1245.62,Card,166
145,2024-05-29,6340.08,Card,167
146,2024-05-30,568.49,Cash,169
147,2024-05-31,6206.26,Card,170
148,2024-06-01,1418.99,Cash,171
149,2024-06-02,755.06,Card,172
